評等日期,公司代碼,券商,原評等,升/降,新評等,財測EPS(年度),舊目標價,新目標價,現價,備註
20180116,3034-聯詠,亞系券商,買進,重申,買進,,129.0,163.0,185.0,--
20180116,2379-瑞昱,亞系券商,超越市場表現,首次,無,,,145.0,230.5,--
20180115,2439-美律,亞系券商,買進,降級,中立,,249.0,205.0,132.0,--
20180115,4966-F-譜瑞,亞系券商,超越市場表現,重申,超越市場表現,,610.0,800.0,692.0,--
20180112,3008-大立光,歐系券商,買進,重申,買進,,5200.0,4200.0,3850.0,--
20180112,3008-大立光,美系券商,中立,重申,中立,,3916.0,3361.0,3850.0,--
20180112,3008-大立光,亞系券商,買進,重申,買進,,5500.0,5000.0,3850.0,--
20180111,6147-頎邦,亞系券商,買進,重申,買進,,52.0,80.0,56.0,--
20180111,3008-大立光,亞系券商,買進,重申,買進,,,4960.0,3850.0,--
20180110,3008-大立光,亞系券商,中立,升級,買進,,5930.0,4200.0,3850.0,--
20180110,3189-景碩,亞系券商,中立,重申,中立,,62.5,53.5,47.25,--
20180109,6488-,歐系券商,買進,重申,買進,,400.0,530.0,379.5,--
20180108,2379-瑞昱,歐系券商,超越市場表現,重申,超越市場表現,,128.0,130.0,230.5,--
20180105,3105-穩懋,美系券商,加碼,重申,加碼,,340.0,380.0,274.0,--
20180105,2474-可成,美系券商,中立,重申,中立,,370.0,325.0,217.0,--
20180105,2474-可成,亞系券商,賣出,重申,賣出,,305.0,295.0,217.0,--
20180104,2317-鴻海,亞系券商,中立,重申,中立,,108.0,95.0,75.8,--
20180104,1536-和大,歐系券商,中立,降級,賣出,,134.0,122.0,86.7,--
