編號,時間,貼文,標籤,標註,打卡地點,留言數,愛心數,標籤數,標註數,圖片數,貼文網址,圖片網址
2269746087019281883,2020-03-21 20:47:20,"依起搶好康🤩﻿
全家現在有超狂折扣！ ﻿
使用全家會員集點滿1000元直接送購物金200元（另外寄發） ﻿
看看我一口氣把想吃想喝想試的新品都買起來🤤 ﻿
贈送的200元等於送了我3盒小的Häagen-Dazs冰淇淋 ﻿
太划算了☺️ ﻿
同時～也能直接累積點數～ ﻿
之後用來兌換商品 又再省一波😏👍 ﻿
大家趕快看有什麼想吃的想囤的！ ﻿
可以趁這波優惠購入歐～ ﻿
﻿
⚠️適用品項：only食品類🍱﻿
#全家 #全家便利商店 #消費滿1000送200購物金 #超商 #折扣 #超商折扣 #partipost","全家
全家便利商店
消費滿1000送200購物金
超商
折扣
超商折扣
partipost",,,18,2277,7,0,2,https://www.instagram.com/p/B9_wgpfHf3b/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/90344661_833583347125332_1647536713477716167_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Nq20p8XNjqQAX_GVZpt&oh=e00c7b7a5c378333e30f04e21ac67d23&oe=5F7FF82A', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/90180025_161152625003031_7444080325592246202_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=TFgY8hqga4oAX9ALTGF&oh=50369b99d4b6b710a1adf31d19f431cc&oe=5F805FAA']"
2267517582168737384,2020-03-18 18:59:41,"“The more you seek the uncomfortable, the more you will become comfortable.” ﻿
- Conor McGregor﻿
﻿
我還是一直 都對自己太好惹⋯﻿
雖然有M傾向﻿
但對自己奴不起來😑",,,สน.บางกอกใหญ่,14,1102,0,0,1,https://www.instagram.com/p/B931zonHsZo/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/89015562_204242987564505_8364327147434607118_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=QW1YrR2rnLkAX-yAzuv&oh=09488dabed3643fe69e939fc3dc4d081&oe=5F7EC304
2265881812139799282,2020-03-16 12:49:42,"怎麼感覺這週末過得特別快？
該不會是因為我一口氣把李屍朝鮮第二季追完的關係吧😅

星期天在屈臣氏試到超美唇膏
本來都拿到櫃檯要結帳了！
最後一刻阿姨魂衝出來
問了一下哪一天買最划算🤣
結果店員弟弟也是超可愛
很老實的說星期6買最好

所以⋯我就默默的放回去
等著這星期6再去把唇膏帶回家🤪
到時候再分享一下我覺得很驚艷的唇膏💕",,,,26,1878,0,0,1,https://www.instagram.com/p/B9yB4DDnHLy/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/89613119_2544768632301785_5126000726232926977_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=URArPnbluYQAX_lRq9E&oh=5e3b5554649d98cf03e34005db452e0c&oe=5F7FDF7C
2260991039313486559,2020-03-09 18:52:37,"You can’t be at the pole and the equator at the same time.﻿
You must choose your own line.﻿
- Vincent Van Gogh﻿
﻿
看見了過去所不知道的梵谷﻿
原來他被浮世繪影響﻿
原來他的字句如同他的繪畫一般﻿
如此真切如此感性﻿
而且我發現自己新愛上梵谷的其中一幅畫的色彩﻿
每次到那幅畫的時候﻿
我就很有感覺🤣﻿
﻿
喜歡這樣靜靜的﻿
和妳一起被感動被啟發 ﻿
然後又開始聊 就停不下來啦☀️﻿
How lovely yellow is! How lovely you are!﻿
﻿
#梵谷光影展 #視覺聽覺嗅覺","梵谷光影展
視覺聽覺嗅覺",,再見梵谷－光影體驗展 Van Gogh Alive Taiwan,18,1890,2,0,6,https://www.instagram.com/p/B9gp176nyLf/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/87701924_861733360932483_5945079476312577522_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=fSypsLQAgY8AX8e7v-a&oh=6a916fbe148e0795e3db3772dd50173c&oe=5F80B3DD', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/89468969_210172047036290_6398659858832456668_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=QZyoPczf2z4AX_NyUmE&oh=cad6a7aead0b83ee872a231880c99109&oe=5F812361', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/89365970_2554362484836621_9181818811756346989_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=nAEM9YREb1UAX9rc9gn&oh=51cf0b5b478844a3d469d40bc9288c56&oe=5F818EA4', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/89298883_792339181256098_5583603740761170409_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=zZub98dZsnQAX8Ar137&oh=69d47490ac14275baefeccebaddb0498&oe=5F7E94DC', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/88916641_610338696486362_8541634318417199711_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=gp0g6MjmVLQAX_wMtgx&oh=19a1a993af6a59cc806bf55ff137dd79&oe=5F8129A4', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/89744616_656117045135582_6329474960369908649_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=GOi-QwXZaNsAX8hJ3tV&oh=cd0211eec063c6757882805cd3ed066b&oe=5F81278F']"
2260370395282507230,2020-03-08 22:19:30,"我們Fuhsing squad 又一位晉升人妻了🥰
婚禮瀰漫滿滿的幸福和感動
Nancy & Adrian
You are colors born and complement for each other💕💕
#wedding #sweet #congrats
伴娘經過我的巧手打扮之下（平常是個山怪）
整個可愛度upupup(第二張）大家說4不4
最後⋯合照還是要放鬼臉適合我們🤪","wedding
sweet
congrats",,"Mandarin Oriental, Taipei 台北文華東方酒店",20,2620,3,0,3,https://www.instagram.com/p/B9ecuYHn4Xe/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/85150414_685844628825801_4588276889921489429_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=GKEOMfYDpy8AX-a2knv&oh=a2759bf7a234520254aac605faf73d13&oe=5F7EFCFE', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/89709598_1319481238238616_1505702897214113822_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ugSkzZrGNT4AX-ls3II&oh=b5d89f36e0629b05364492dd1c6eec7c&oe=5F815685', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/88181666_199469971396850_4939374019431840971_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=vzfK2OfJa-4AX9rbX5y&oh=48a44aa228221cb1e0ed9868a9414dab&oe=5F7EF609']"
2258775363211307572,2020-03-06 17:30:28,"隨便搭就抓住adidas新品趨勢
一身黑金配😏真是走在流行的頂端呢（下巴抬超高）﻿
﻿
#其實這件是依嬤買的 #依嬤才是流行先知 #依依穿衣 ﻿#adidasoriginals #adidasfalcon 
@originals_tw","其實這件是依嬤買的
依嬤才是流行先知
依依穿衣
adidasoriginals
adidasfalcon",originals_tw,,27,2741,5,1,1,https://www.instagram.com/p/B9YyDmvnSo0/,https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/88236631_848137555609484_7878869327833731367_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=YC_ooNM2nmYAX-RdIjF&oh=512d5eadfc6085744f94a8d693e91137&oe=5F7F2AAD
2257992225392452988,2020-03-05 15:34:30,"天氣冷冷的
我也去把髮色再弄冷一點
不過～這只是用了✨色彩保養💫 而不是染髮
我覺得效果超好！
等於護髮+矯色這樣
弄完之後～髮質變亮澤
而且原本推到有點黃的髮色也不見了☺️
大滿意👍👍👍
因為我真的不喜歡常常染髮
得到救贖惹🥰
@multa_hair 
找超好聊的 @nicohair_nico 歐💕
第一張厭世臉 第二張馬上露出本性🤪",,"multa_hair
nicohair_nico",,64,2257,0,2,2,https://www.instagram.com/p/B9V__c0HGV8/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/89219355_574095796508967_6803316087212925097_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=jCrDrWF0DxsAX9xHzVh&oh=cc851aaa04719400aaf405cbea69d20d&oe=5F80CEC5', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/88197178_689228938514238_1536825879523130981_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=2eRH1wVErHMAX8LzIus&oh=7cc2f77ab7fb193edc07683f18dc2b0b&oe=5F7ECF18']"
2254428628850789274,2020-02-29 17:34:16,"冷滋滋的冬天☃️﻿
雖然造成我每日的懶懶病﻿
但卻有令人期待的草莓季🍓﻿
這次貝禮詩與全家聯名推出新產品﻿
🍓 #貝禮詩草莓奶酒抹茶🍵﻿
之前就滿喜歡貝禮詩奶酒飲品系列﻿ ﻿
這次則結合草莓季﻿
推出草莓奶酒與抹茶結合的熱飲﻿
而身為抹茶控的我覺得很不錯～﻿
不會太淡 整體也不會太甜膩﻿
而最畫龍點睛的﻿
還是每一口最後衝出來草莓奶酒的香味了～﻿
喜歡貝禮詩的捧油！可以快去試試囉﻿ ﻿
#freeinviteBaileys #喜歡就是莓道理 #必追貝禮詩聯名 #貝禮詩草莓季在全家 #Baileys #笑容甜的莓道理﻿
【禁止酒駕。未滿18歲禁止飲酒】","貝禮詩草莓奶酒抹茶🍵﻿
freeinviteBaileys
喜歡就是莓道理
必追貝禮詩聯名
貝禮詩草莓季在全家
Baileys
笑容甜的莓道理﻿",,,21,1643,7,0,3,https://www.instagram.com/p/B9JVuS6H0ua/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/87542246_221456078997515_5312185564241187411_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=pgOgJrwd6pcAX-wvO3D&oh=de55005b12e0faa13e23b2d7b0d86ea7&oe=5F8039BB', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/87672190_723772664694713_8690654950919625038_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=s2ZN197yG_UAX8hsE09&oh=7a45305e414578a88dcf5c9156b20828&oe=5F80BDAB', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/87622557_513319896269262_9223112205923746625_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=L11M55hKfwUAX8p0Dql&oh=35a5fc13affcde092e5f9faa2be3f5e6&oe=5F7F8393']"
2252136211657033962,2020-02-26 13:39:39,"我在蘭蔻家累積了許多愛用品
包括小黑瓶、防曬乳、氣墊粉餅（心中第一☝️）
這次的新品 #極光水 超極光活粹晶露 也準備要加入愛用的行列了❤️
最大特色就是它的黃金比例配方97%酵素複合精華：3%天然植萃精油
使用前搖一搖
透過中央的激光激活棒(仙女棒)讓油水高速融合
產生很多細緻的精華微泡
讓我們在這種季節交替的時刻
可以補水又補油
在保濕的同時還能夠修復肌膚
並且讓肌膚看起來更透亮細緻
還可幫助改善肌膚毛孔問題、淡化黯沉、代謝老廢角質呢！

我現在的保養品都會選擇有添加天然精油的
所以超滿意這次蘭蔻的極光水！
用掌心或化妝棉擦拭臉部肌膚
擦上後肌膚會看起來超水潤透亮
而且雖然有精油的成分
但不管是摸起來或擦在臉上
都不會有黏膩感耶！反而很清爽
這點還滿神奇的🤩
我發現妝前使用可以更貼妝呢💕

想搶先體驗嗎？趕緊來領取試用唷！http://bit.ly/2SHwLVe

#極光水 #超保濕極淨亮更發光 #蘭蔻","極光水
極光水
超保濕極淨亮更發光
蘭蔻",,,14,1466,4,0,7,https://www.instagram.com/p/B9BMfPBnIjq/,"['https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/87225754_2670252786437077_5462528841151536210_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=4dZolK-claYAX9kOrtm&oh=75ffe74ab5c0765a768a88eea9416f5a&oe=5F7FA3F0', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/87590383_964774043924348_4118993737234278453_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Bby5Lq4qtuoAX-8dncS&oh=180a9f38ac2b6c05919bcfef986c3295&oe=5F804026', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/87652998_2614547122106950_164370605039372216_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=L0kSQfwhc70AX833r87&oh=2a044da7f9ddfc3f53c39a743a4104f4&oe=5F811537', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/87733671_214154319736589_4559359038626316487_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Q7EietPpddgAX9mh3s6&oh=3afb8f81c9cf2c40f3b95108c4069a22&oe=5F7E66D6', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/87689847_130323348507563_8258654432431659251_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=KZ_UfdUEunUAX8NH7xh&oh=91af24084b4e9b5205bc2c0271a3fd27&oe=5F7E97AD', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/85127084_586013721990146_7472406350553932333_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=n_3sSQmSYhUAX8PtdNL&oh=b2e1fbd4ec991ea43ec9d23f91747000&oe=5F8042A6', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/85235259_2902294869838455_2660103411835014629_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=qwlnZf9dYX0AX8vI1gd&oh=45a9199e7b45dd123348cf046383c449&oe=5F7FE756']"
2251569552630425218,2020-02-25 18:53:48,"今天的天氣☀️☀️
讓人想回到頂樓泳池
吹著夜風游泳☺️
懷念在水中耍廢
一直亂入別人照片裡的日子🤣

零打和恩琳琳真的太會找Airbnb
讓我有機會享受一到浮誇的設施💕

#Thailand #Airbnb #泰國住宿 #泰國旅遊 #泰國夜景","Thailand
Airbnb
泰國住宿
泰國旅遊
泰國夜景",,,56,4897,5,0,4,https://www.instagram.com/p/B8_LpQrnyaC/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/83910308_198051731408012_7614437535273050282_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=mPHRZn38mLAAX9zBcJn&oh=7dc9b2a81a4ae4065597d8fa0f750395&oe=5F7FB246', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/85162532_189436015621132_339236743954542123_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=oCuhF_dFrmwAX8XlCJR&oh=1b8cd35f6b18d95e9269c3e4b60d5ed3&oe=5F80B5F8', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/84419619_677413216328548_4475356164860587810_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=lQ8zZB9SeaUAX9oF61l&oh=393ae909eac6d4fd7709d4d034c6df4e&oe=5F803ED6', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/84177565_487702281919924_7162658376787575033_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=1uM7ELD3_EYAX9ydiwq&oh=7c27f1e6a63126763798b19009489ee4&oe=5F80A8A4']"
2250886666243761108,2020-02-24 20:17:02,"疫情這麼嚴重🦠
假日也只能窩在家看 #愛奇藝台灣站
#墜愛 你們追到哪了呢？方多米跟游天樂兩人之間的關係越來越糾纏了，到底能不能有幸福結局呀！  @moonlightromance.official @iqiyitw","愛奇藝台灣站
墜愛","moonlightromance.official
iqiyitw",,22,1818,2,2,1,https://www.instagram.com/p/B88wX9LH2PU/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/81763593_185279612803363_3591367650341004242_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=P4NFbb_7aHwAX_GPzrP&oh=90a3d805d4a63e36ff3b6411e3c16f48&oe=5F7EFC38
2249263850675058409,2020-02-22 14:32:47,"iPhone 11 Pro 的廣角效果下﻿
我感覺10頭身🤪太不科學的比例了嘛！﻿
#招波耶河畔 的 #鄭王廟﻿
小小的～但拍起來滿有氣勢﻿
從河上看過去～很有感覺捏🛕﻿
﻿
Btw 穿著這件罩衫然後被外國人稱讚好看🥰﻿
嘿嘿在清邁買的好啊﻿
﻿
週間太累了﻿
照片直接停更😅🤣 #thailand #watarun #泰國 #泰國自由行","招波耶河畔
鄭王廟﻿
thailand
watarun
泰國
泰國自由行",,"Wat Arum Temple, Thailand",30,1941,6,0,3,https://www.instagram.com/p/B82_Y4ZnTbp/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/85018677_2853888974696204_2548347866970536566_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=bcUHl-HPFFUAX_UPrdh&oh=6f24539eba898db9f59510bf0e675e5f&oe=5F7EF59E', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/85048229_494284621260278_639357379617704031_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=7538Q-59XBkAX_r8bYH&oh=e6d7b25e8561416e9ecd4496aa1a10ac&oe=5F7F429E', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/85243708_136770701151309_6715027797531393727_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=yXbaNaP6A_0AX8HCfdm&oh=5c264450f6ac7743316e278396ae0be0&oe=5F7FC519']"
2243399060845022594,2020-02-14 12:20:29,"Hi💕Happy Valentines🥰﻿to uuuuu
﻿
溫馨提醒 🦠﻿
牽牽手過後要消毒﻿
相親相愛之餘還是要小心病毒🤪🤪🤪﻿
﻿
#情人節 #valentines #thailand #thai #鄭王廟 #watarun #昭拍耶河 #chaophraya","情人節
valentines
thailand
thai
鄭王廟
watarun
昭拍耶河
chaophraya",,鄭王廟,30,2115,8,0,1,https://www.instagram.com/p/B8iJ49PHM2C/,https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/85043997_189373262286769_573707202177084608_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=KaDGYS6CXWYAX8wtK6M&oh=e2711e493986c4b4dbdb98c6b4afd9f4&oe=5F7EEB9B
2242692511176744456,2020-02-13 12:56:42,"在泰國基本上一天一泰奶😋
手標牌也是必去買一杯來喝喝
在曼谷可以調甜度
少一點糖我覺得更好喝👍
然後就是新發現新品 #焙茶奶 有夠好喝🍵
在我心中榮登手標牌 No.1🥇
最近曼谷感覺刮起焙茶炫風
甜點飲料有好多焙茶新口味💕而且都弄得好好吃！

#Thailand #bangkok #hojicha #hojichamilk #thaitea #thaimilktea #手標牌 #泰奶 #泰國 #曼谷 #曼谷美食","焙茶奶
Thailand
bangkok
hojicha
hojichamilk
thaitea
thaimilktea
手標牌
泰奶
泰國
曼谷
曼谷美食",,,48,2934,12,0,4,https://www.instagram.com/p/B8fpPTlHl4I/,"['https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/84299234_218272849218633_3156090083173201964_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=uf92vLcEbKUAX9WaAMg&oh=d0bc57a2a2ac0979ec4f27b1a766e218&oe=5F811AF3', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/84064216_649427845893271_5647089156497614514_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=107&_nc_ohc=mYvDtuSy_N8AX8JoOBC&oh=ada05dce0e574435084ea85c4beacb34&oe=5F812DC6', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/84316457_205587067506924_1506273018503934436_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=JCP2nB6b_mIAX-cs-nV&oh=a0e324b5d50a42ee49610e03cd0f45f6&oe=5F808C4E', 'https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/82524710_100892968142834_7903226290735546314_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Pz8MZ8iwoaMAX8U3Iyy&oh=15ef09f88027129228e153c9dc0fa3b8&oe=5F7FAF6B']"
2242112781851310736,2020-02-12 17:44:53,"送東西嘍！
冷冷的天最適合看讓人胸口暖呼呼的愛情劇💕
我最近開始追#愛奇藝台灣站 剛上線的#墜愛
神話的元素讓我想起之前看過的一部冷門韓劇《和遊記》（有人看過嗎🤣）﻿
但#墜愛 的題材是結合台灣傳統掌管姻緣的愛神-月老﻿
下凡來加入錯综複雜的感情關係﻿
好期待之後劇情發展﻿
安心亞到底情歸何處啊～～ 而且扮演月老🌛的居然是⋯小鮮肉宋柏緯😍
歐～～如果我知道月老是這樣的形象﻿
二話不說馬上飛奔跪求鮮肉月老來幫我牽線🤣﻿﻿
如果是你們的話會用哪一句話來形容#拜月老 呢？﻿
在下面留言跟我分享你的#墜愛金句﻿
最有創意的朋友就有機會得到愛奇藝台灣站VIP季卡跟我一起追劇追起來～﻿
🌝 抽獎方法：(獎品名額 1名)﻿
1. 按️讚此貼文
2. 標註 @ 至少一位朋友 
3. 留下你的#墜愛金句：「拜月老＝……」 4. 貼文上線3天後選出最有創意者，以留言方式公布。
5. 商業帳號除外 ﻿
@iqiyitw @moonlightromance.official","愛奇藝台灣站
墜愛
墜愛
拜月老
墜愛金句﻿
墜愛金句：「拜月老＝……」","iqiyitw
moonlightromance.official",,58,2748,6,2,1,https://www.instagram.com/p/B8dlbIknDqQ/,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/84030966_799717237189631_1205105843320143309_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=571-hNRxr3gAX8GOwiZ&oh=bb09073843c2b529ffab7284070df268&oe=5F806386
2237954982959432201,2020-02-07 00:04:05,"🇹🇭泰泰第一站☝️
來四面佛許願囉～
還得到這個花苞聖水🌷
來拜拜的人都戴著口罩
然後很明顯的⋯
人少了很多～～～ 🧦: @anyshop.tw 👟: @originals_tw",,"anyshop.tw
originals_tw",,19,3022,0,2,1,https://www.instagram.com/p/B8O0DMmnMIJ/,https://instagram.ftpe8-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/82857612_187806225663142_5814329599653023223_n.jpg?_nc_ht=instagram.ftpe8-4.fna.fbcdn.net&_nc_cat=110&_nc_ohc=mP2vaDsSIUAAX9VKOK3&oh=b98cfcfde487045efd6a1d14eec573dd&oe=5F7EDCB5
2227735179909007066,2020-01-23 21:39:09,"新年新氣象🧧
年前趕快來補救我洗壞的布丁頭🤣
我覺得女生就是很善變
淺髮一下想要深髮 之後又想要淺髮👩🏼‍🦰
這次我請 @nicohair_nico 幫我染深一點
她幫我調了一點漸層
上淺下深～她說這樣褪色後會整頭比較均勻
我滿喜歡我這樣有點咖咖灰灰的感覺（我不是台灣苟以🤣）
而且染深以後很有學生妹的味道😏
然後話說我也想把瀏海留長了
是不是有夠善變的🤪大家給我點意見
💇🏻‍♀️@multa_hair",,"nicohair_nico
multa_hair",MULTA hair,30,1830,0,2,4,https://www.instagram.com/p/B7qgVfUHgba/,"['https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/83413912_1033018130417766_4077546438361035137_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=3IB45fJmYSAAX_CGFKE&oh=41dcbad398dece979b6dff57702e8590&oe=5F7E40CF', 'https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/81623157_489848368274675_860701242572728942_n.jpg?_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=P5RmhkwHKP4AX8bOaXW&oh=bfa5f81e24dee764b35402c7006c4d04&oe=5F7EF2FC', 'https://instagram.ftpe8-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/81602886_512974085998673_2723358245651043628_n.jpg?_nc_ht=instagram.ftpe8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=PC7odK2O2UQAX_2BEms&oh=035a11645a2edfe77a313ccdc2ae5517&oe=5F7F6758', 'https://instagram.ftpe8-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/83460711_2518686988374384_8259619380139772704_n.jpg?_nc_ht=instagram.ftpe8-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=PChZwnkGz4wAX8O2jV6&oh=53cce19aa0bcd672805468629999de6a&oe=5F815C26']"
